10000,10,2.0196,0.4360778331756592
10000,10,2.0124,0.4550662040710449
10000,10,2.0232,0.4615478515625
10000,10,2.0205,0.46662259101867676
10000,10,2.0376,0.4651641845703125
10000,10,1.9881000000000002,0.47646498680114746
10000,10,2.0565,0.47255849838256836
10000,10,2.0178000000000003,0.45896315574645996
10000,10,2.0259,0.47530627250671387
10000,10,2.0358,0.46551084518432617
10000,10,1.9944,0.4635481834411621
10000,10,2.0196,0.46512842178344727
10000,10,2.0322,0.4604339599609375
10000,10,2.052,0.4555675983428955
10000,10,2.025,0.46771931648254395
10000,10,2.0115,0.473097562789917
10000,10,1.9836,0.468308687210083
10000,10,2.0016,0.46719813346862793
10000,10,2.0484,0.4688694477081299
10000,10,1.9917,0.461057186126709
20000,10,2.04435,1.8090097904205322
20000,10,2.02545,1.8563458919525146
20000,10,2.0151,1.7895052433013916
20000,10,2.0268,1.7836785316467285
20000,10,2.0511,1.803088903427124
20000,10,2.00745,1.8334193229675293
20000,10,2.0394,1.831998586654663
10000,100,1.5732000000000002,0.5112245082855225
10000,100,1.5327000000000002,0.5287222862243652
10000,100,1.5435,0.540217399597168
10000,100,1.5695999999999999,0.5348351001739502
20000,10,1.9926000000000001,1.933774471282959
10000,100,1.5759,0.5326457023620605
10000,100,1.5462,0.5479388236999512
10000,100,1.5633,0.5509932041168213
20000,10,2.02635,1.9751067161560059
10000,100,1.5534000000000001,0.5367417335510254
10000,100,1.5417,0.540501594543457
10000,100,1.5183,0.5435380935668945
10000,100,1.5741,0.5430841445922852
20000,10,2.0079,1.9265763759613037
10000,100,1.5174,0.536674976348877
10000,100,1.6128,0.5357646942138672
10000,100,1.5174,0.5387036800384521
10000,100,1.5614999999999999,0.5416207313537598
20000,10,2.00025,1.9360368251800537
10000,100,1.5453,0.5353307723999023
10000,100,1.5147,0.5410957336425781
10000,100,1.5507,0.5426626205444336
20000,10,2.02365,1.9617798328399658
10000,100,1.5390000000000001,0.5419971942901611
10000,100,1.5237,0.5441741943359375
20000,10,2.0178000000000003,2.009214162826538
20000,100,1.5381,2.029116153717041
20000,10,2.0097,2.00846529006958
20000,100,1.5524999999999998,2.0635621547698975
20000,10,2.0218499999999997,1.9867608547210693
20000,100,1.5363,2.071885585784912
20000,10,2.0196,1.9319367408752441
20000,100,1.5732000000000002,2.0658724308013916
20000,10,2.05605,1.9387109279632568
10000,150,1.5552000000000001,0.5544281005859375
20000,100,1.5534000000000001,2.1317403316497803
