1000,1,8.289,0.0019936561584472656
10000,1,8.3736,0.023936986923217773
100000,1,8.38206,0.31017065048217773
1000000,1,8.375508,2.556361198425293
10000000,1,8.3762712,24.94827437400818
100000000,1,8.37651807,277.0840208530426
1000,21,1.656,0.00498652458190918
10000,21,1.6793999999999998,0.07380127906799316
100000,21,1.70676,0.5166194438934326
1000000,21,1.721727,4.9585912227630615
10000000,21,1.7189064,50.667577028274536
100000000,21,1.71828117,515.7936043739319
1000,41,1.656,0.00400090217590332
10000,41,1.6686,0.06955885887145996
100000,41,1.6079400000000001,0.631312370300293
1000000,41,1.61055,6.511422157287598
10000000,41,1.6069932000000002,62.30016279220581
100000000,41,1.6075917000000002,501.0688326358795
1000,61,1.6199999999999999,0.008029937744140625
10000,61,1.5975,0.04796886444091797
100000,61,1.5672599999999999,0.5219523906707764
1000000,61,1.572822,5.198463201522827
10000000,61,1.5731253,62.104732036590576
100000000,61,1.57311567,723.3627586364746
1000,81,1.404,0.007998943328857422
10000,81,1.5435,0.06959939002990723
100000,81,1.54665,0.8876485824584961
1000000,81,1.559862,9.409688234329224
10000000,81,1.5559002,90.95036959648132
100000000,81,1.5560855100000002,1020.1294331550598
