100000,10,0.0,1.6689300537109375e-06
100000,10,0.0,1.430511474609375e-06
100000,10,9e-05,3.0994415283203125e-06
100000,10,0.0,1.430511474609375e-06
100000,10,0.0,1.430511474609375e-06
100000,10,0.0,1.6689300537109375e-06
100000,10,0.0,1.6689300537109375e-06
100000,10,0.0,2.384185791015625e-06
100000,10,0.0,1.9073486328125e-06
100000,10,9e-05,3.0994415283203125e-06
100000,10,0.0,2.384185791015625e-06
100000,10,0.0,2.384185791015625e-06
100000,10,0.0,1.9073486328125e-06
100000,10,0.0,1.9073486328125e-06
100000,10,0.0,1.1920928955078125e-06
100000,10,0.0,1.430511474609375e-06
100000,10,0.0,1.9073486328125e-06
100000,10,0.0,1.430511474609375e-06
100000,10,9e-05,2.86102294921875e-06
100000,10,0.0,1.9073486328125e-06
200000,10,0.0,1.6689300537109375e-06
200000,10,0.0,2.384185791015625e-06
200000,10,0.0,1.9073486328125e-06
200000,10,0.0,1.9073486328125e-06
200000,10,0.0,1.430511474609375e-06
200000,10,4.5e-05,3.0994415283203125e-06
200000,10,0.0,2.384185791015625e-06
200000,10,0.0,2.384185791015625e-06
200000,10,0.0,1.430511474609375e-06
200000,10,4.5e-05,3.0994415283203125e-06
200000,10,0.0,1.6689300537109375e-06
200000,10,0.0,1.6689300537109375e-06
200000,10,0.0,2.384185791015625e-06
200000,10,0.0,1.9073486328125e-06
200000,10,4.5e-05,2.86102294921875e-06
200000,10,0.0,1.9073486328125e-06
200000,10,0.0,1.6689300537109375e-06
200000,10,0.0,1.9073486328125e-06
200000,10,0.0,1.9073486328125e-06
200000,10,0.0,1.430511474609375e-06
300000,10,0.0,1.1920928955078125e-06
300000,10,0.0,1.6689300537109375e-06
300000,10,0.0,1.6689300537109375e-06
300000,10,0.0,1.6689300537109375e-06
100000,100,0.0,1.6689300537109375e-06
300000,10,3e-05,3.0994415283203125e-06
100000,100,0.0,2.1457672119140625e-06
100000,100,0.0,3.5762786865234375e-06
300000,10,0.0,2.384185791015625e-06
100000,100,0.0,1.9073486328125e-06
300000,10,0.0,1.9073486328125e-06
100000,100,0.0,1.5497207641601562e-05
300000,10,3e-05,2.86102294921875e-06
100000,100,0.0,1.7881393432617188e-05
100000,100,0.0,2.384185791015625e-06
300000,10,0.0,2.384185791015625e-06
100000,100,0.0,1.6689300537109375e-06
300000,10,3e-05,2.86102294921875e-06
100000,100,9e-05,1.8358230590820312e-05
300000,10,0.0,2.86102294921875e-06
100000,100,0.0,2.384185791015625e-06
100000,100,0.0,1.9073486328125e-06
