9000000,50,18000000,1374402,1589446,0.1766051111111111,129.53
9000000,50,18000000,1375241,1589446,0.1766051111111111,134.53
9000000,50,18000000,1374817,1589446,0.1766051111111111,137.34
20250000,50,40500000,3091639,3575167,0.17655145679012346,313.71
9000000,50,18000000,1374266,1589446,0.1766051111111111,134.1
29160000,50,58320000,4452152,5148163,0.17654879972565157,457.35
9000000,50,18000000,1374626,1589446,0.1766051111111111,138.06
20250000,50,40500000,3090758,3575167,0.17655145679012346,312.37
9000000,50,18000000,1374491,1589446,0.1766051111111111,137.38
9000000,50,18000000,1374579,1589446,0.1766051111111111,140.38
20250000,50,40500000,3091480,3575167,0.17655145679012346,326.44
29160000,50,58320000,4450214,5148163,0.17654879972565157,470.76
9000000,50,18000000,1373681,1589446,0.1766051111111111,141.61
9000000,50,18000000,1374250,1589446,0.1766051111111111,141.83
20250000,50,40500000,3091856,3575167,0.17655145679012346,317.44
9000000,50,18000000,1374942,1589446,0.1766051111111111,136.47
9000000,50,18000000,1373919,1589446,0.1766051111111111,137.08
29160000,50,58320000,4452346,5148163,0.17654879972565157,464.7
9000000,50,18000000,1374057,1589446,0.1766051111111111,136.3
20250000,50,40500000,3091413,3575167,0.17655145679012346,312.61
9000000,50,18000000,1374184,1589446,0.1766051111111111,138.27
9000000,50,18000000,1374500,1589446,0.1766051111111111,136.92
20250000,50,40500000,3091753,3575167,0.17655145679012346,313.04
29160000,50,58320000,4451622,5148163,0.17654879972565157,462.55
9000000,50,18000000,1374029,1589446,0.1766051111111111,140.52
9000000,50,18000000,1374673,1589446,0.1766051111111111,141.93
20250000,50,40500000,3091027,3575167,0.17655145679012346,325.01
9000000,50,18000000,1373637,1589446,0.1766051111111111,141.04
9000000,50,18000000,1374656,1589446,0.1766051111111111,139.65
29160000,50,58320000,4451380,5148163,0.17654879972565157,483.85
9000000,50,18000000,1374366,1589446,0.1766051111111111,140.13
20250000,50,40500000,3092338,3575167,0.17655145679012346,323.02
9000000,50,18000000,1374210,1589446,0.1766051111111111,140.56
29160000,50,58320000,4450556,5148163,0.17654879972565157,487.14
20250000,50,40500000,3090718,3575167,0.17655145679012346,332.68
10890000,50,21780000,1660881,1922513,0.1765393021120294,172.57
10890000,50,21780000,1663106,1922513,0.1765393021120294,171.5
20250000,50,40500000,3091569,3575167,0.17655145679012346,326.45
10890000,50,21780000,1661737,1922513,0.1765393021120294,166.95
29160000,50,58320000,4450252,5148163,0.17654879972565157,486.67
10890000,50,21780000,1662715,1922513,0.1765393021120294,171.16
20250000,50,40500000,3090327,3575167,0.17655145679012346,328.01
10890000,50,21780000,1662053,1922513,0.1765393021120294,168.62
10890000,50,21780000,1661963,1922513,0.1765393021120294,165.17
29160000,50,58320000,4450517,5148163,0.17654879972565157,476.79
20250000,50,40500000,3091447,3575167,0.17655145679012346,322.07
10890000,50,21780000,1662548,1922513,0.1765393021120294,166.89
10890000,50,21780000,1662921,1922513,0.1765393021120294,167.15
20250000,50,40500000,3090767,3575167,0.17655145679012346,318.73
10890000,50,21780000,1662996,1922513,0.1765393021120294,164.63
29160000,50,58320000,4451663,5148163,0.17654879972565157,461.87
10890000,50,21780000,1662230,1922513,0.1765393021120294,164.37
20250000,50,40500000,3091889,3575167,0.17655145679012346,311.52
10890000,50,21780000,1662085,1922513,0.1765393021120294,163.46
10890000,50,21780000,1661883,1922513,0.1765393021120294,163.97
29160000,50,58320000,4452936,5148163,0.17654879972565157,464.25
20250000,50,40500000,3092113,3575167,0.17655145679012346,315.25
10890000,50,21780000,1662171,1922513,0.1765393021120294,167.3
10890000,50,21780000,1661870,1922513,0.1765393021120294,171.86
20250000,50,40500000,3090666,3575167,0.17655145679012346,323.88
10890000,50,21780000,1662048,1922513,0.1765393021120294,170.59
29160000,50,58320000,4451948,5148163,0.17654879972565157,481.07
10890000,50,21780000,1661572,1922513,0.1765393021120294,169.85
20250000,50,40500000,3091578,3575167,0.17655145679012346,325.92
10890000,50,21780000,1662418,1922513,0.1765393021120294,168.27
29160000,50,58320000,4452604,5148163,0.17654879972565157,479.08
10890000,50,21780000,1662311,1922513,0.1765393021120294,172.12
20250000,50,40500000,3091585,3575167,0.17655145679012346,328.45
10890000,50,21780000,1661864,1922513,0.1765393021120294,173.3
10890000,50,21780000,1662743,1922513,0.1765393021120294,177.73
20250000,50,40500000,3091577,3575167,0.17655145679012346,342.57
29160000,50,58320000,4450655,5148163,0.17654879972565157,496.78
12960000,50,25920000,1978484,2288527,0.17658387345679014,204.74
20250000,50,40500000,3090684,3575167,0.17655145679012346,331.95
12960000,50,25920000,1978616,2288527,0.17658387345679014,202.84
29160000,50,58320000,4451193,5148163,0.17654879972565157,480.55
12960000,50,25920000,1978000,2288527,0.17658387345679014,202.35
23040000,50,46080000,3516250,4067452,0.17653871527777779,372.66
12960000,50,25920000,1979468,2288527,0.17658387345679014,201.28
